SBD,Sở GD,Toán,Văn,Sử,Địa,Lí,Hóa,Sinh,Ngoại ngữ,GDCD,Năm thi
2005093,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.2,6.0,,,6.0,6.5,6.25,9.4,,2024
2005094,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,6.0,,,5.75,4.5,3.0,8.2,,2024
2005095,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,7.25,,,7.25,8.5,8.25,10.0,,2024
2005096,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.0,2.25,,,6.75,5.75,4.25,4.4,,2024
2005097,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.4,7.25,,,7.25,7.0,6.75,8.6,,2024
2005098,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.4,6.75,,,4.75,8.5,9.25,,,2024
2005099,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.0,7.0,,,4.0,8.0,8.75,9.0,,2024
2005100,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.6,7.0,,,6.75,9.25,8.5,7.8,,2024
2005101,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.0,5.75,,,5.25,4.75,7.25,9.2,,2024
2005102,Sở GD&ĐT Thành Phố Hồ Chí Minh,9.4,6.75,,,8.25,8.75,7.0,9.4,,2024
2005103,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.8,4.75,,,7.25,9.75,10.0,,,2024
2005104,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,6.25,,,5.75,8.75,6.75,9.2,,2024
2005105,Sở GD&ĐT Thành Phố Hồ Chí Minh,9.0,7.5,,,9.25,9.75,6.25,,,2024
2005106,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.8,6.0,,,6.5,9.5,9.0,9.8,,2024
2005107,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.0,6.25,,,3.5,9.5,8.5,,,2024
2005108,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.8,6.0,,,4.5,10.0,9.0,,,2024
2005109,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.2,7.25,,,8.5,9.25,8.25,8.8,,2024
2005110,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.0,5.75,,,7.75,7.75,7.25,9.6,,2024
2005111,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.0,5.0,,,3.5,5.75,7.0,9.8,,2024
2005112,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.6,7.0,,,7.75,9.5,9.25,9.2,,2024
2005113,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.4,6.75,,,8.25,9.25,6.75,8.8,,2024
2005114,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,7.25,,,9.0,7.25,7.5,8.8,,2024
2005115,Sở GD&ĐT Thành Phố Hồ Chí Minh,9.0,3.0,,,3.5,9.0,8.75,9.6,,2024
2005116,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.4,8.5,,,9.25,6.25,7.5,9.6,,2024
2005117,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.0,7.0,,,7.5,7.5,6.75,9.4,,2024
2005118,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.2,6.0,,,6.5,5.5,6.5,9.2,,2024
2005119,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,6.5,,,7.75,8.5,7.25,9.0,,2024
2005120,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,6.0,,,7.5,8.75,5.0,4.2,,2024
2005121,Sở GD&ĐT Thành Phố Hồ Chí Minh,9.2,6.25,,,8.5,5.75,7.0,9.4,,2024
2005122,Sở GD&ĐT Thành Phố Hồ Chí Minh,9.0,6.75,,,3.5,9.25,9.25,,,2024
2005123,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.2,5.75,,,7.5,8.0,7.0,9.4,,2024
2005124,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,6.5,,,7.5,7.5,6.5,9.0,,2024
2005125,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.0,6.75,,,7.25,6.5,6.5,9.0,,2024
2005126,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.6,5.5,,,6.25,9.75,9.25,,,2024
2005127,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.6,7.0,6.5,7.5,,,,9.4,7.5,2024
2005128,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.6,6.25,,,8.0,8.75,7.25,8.2,,2024
2005129,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.6,7.25,,,7.25,9.25,7.0,9.0,,2024
2005130,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.8,7.25,,,5.25,10.0,8.25,,,2024
2005131,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,7.25,,,7.0,7.5,7.75,9.6,,2024
2005132,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.4,7.0,,,7.0,5.25,6.0,8.4,,2024
2005133,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,7.0,8.5,7.75,,,,9.2,8.0,2024
2005134,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,7.25,,,7.0,5.75,6.75,9.6,,2024
2005135,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.0,6.25,,,7.75,5.5,7.5,,,2024
2005136,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.6,6.5,,,8.0,9.5,9.0,7.8,,2024
2005137,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,7.5,,,7.0,8.25,8.5,,,2024
2005138,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.0,7.25,,,7.75,3.5,5.75,9.8,,2024
2005139,Sở GD&ĐT Thành Phố Hồ Chí Minh,9.0,6.75,,,8.0,7.0,6.75,9.0,,2024
2005140,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.6,7.0,,,6.0,7.5,8.0,7.4,,2024
2005141,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.8,5.75,,,5.0,7.75,7.75,4.0,,2024
2005142,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.4,7.25,,,8.5,9.25,6.0,9.2,,2024
2005143,Sở GD&ĐT Thành Phố Hồ Chí Minh,4.6,7.25,6.75,6.5,,,,,7.75,2024
2005144,Sở GD&ĐT Thành Phố Hồ Chí Minh,9.0,6.75,,,5.75,8.0,8.5,8.8,,2024
2005145,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.6,5.25,,,6.5,6.0,5.0,8.2,,2024
2005146,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.0,7.0,5.75,5.0,,,,8.8,8.5,2024
2005147,Sở GD&ĐT Thành Phố Hồ Chí Minh,3.6,7.75,6.25,8.0,,,,9.2,9.5,2024
2005148,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,7.0,,,4.75,8.25,8.5,8.0,,2024
2005149,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.6,8.25,,,6.75,9.25,8.75,9.2,,2024
2005150,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.4,7.75,,,8.25,5.0,6.75,8.0,,2024
2005151,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,7.5,,,7.25,8.0,6.5,9.6,,2024
2005152,Sở GD&ĐT Thành Phố Hồ Chí Minh,5.4,8.0,8.5,10.0,,,,6.2,8.5,2024
2005153,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.0,7.5,7.5,8.5,,,,9.8,8.25,2024
2005154,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,8.0,6.25,7.75,,,,9.4,9.0,2024
2005155,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,7.0,6.5,8.5,,,,7.8,9.0,2024
2005156,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,7.5,6.75,6.75,,,,9.4,8.25,2024
2005157,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.0,8.25,6.25,7.75,,,,9.0,8.75,2024
2005158,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,7.75,9.25,9.5,,,,9.0,9.75,2024
2005159,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.0,7.75,7.75,7.5,,,,9.2,9.0,2024
2005160,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.8,7.25,6.75,8.0,,,,9.2,8.5,2024
2005161,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,7.25,6.75,5.5,,,,8.8,8.75,2024
2005162,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.2,8.0,8.25,8.5,,,,8.8,8.75,2024
2005163,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.8,8.75,6.75,6.75,,,,7.6,8.0,2024
2005164,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.8,7.0,7.0,7.0,,,,9.0,8.0,2024
2005165,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.4,8.0,7.25,7.25,,,,9.4,9.0,2024
2005166,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.0,9.25,9.0,8.5,,,,9.2,9.25,2024
2005167,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.4,8.0,8.0,6.25,,,,9.2,8.75,2024
2005168,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.8,7.75,7.5,8.75,,,,8.0,8.75,2024
2005169,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.0,8.0,7.25,7.5,,,,9.6,9.25,2024
2005170,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.8,8.0,8.25,8.0,,,,9.8,8.75,2024
2005171,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.6,8.0,6.0,8.25,,,,9.0,7.5,2024
2005172,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,8.0,,,6.0,8.5,8.0,,,2024
2005173,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.4,6.75,,,5.0,9.0,8.25,,,2024
2005174,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.2,8.75,,,5.25,9.0,9.25,,,2024
2005175,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.8,7.0,,,6.75,9.5,9.0,,,2024
2005176,Sở GD&ĐT Thành Phố Hồ Chí Minh,9.2,4.0,,,5.25,9.75,9.5,,,2024
2005177,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,6.25,,,7.25,7.75,6.5,8.6,,2024
2005178,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.2,7.25,,,5.5,9.5,8.25,9.8,,2024
2005179,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,5.25,,,5.25,5.5,8.0,9.8,,2024
2005180,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.2,3.0,,,4.75,10.0,9.75,,,2024
2005181,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.6,6.5,,,8.0,9.75,8.5,,,2024
2005182,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.2,7.5,,,8.75,8.75,7.5,9.2,,2024
2005183,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.2,6.5,,,6.0,7.25,7.75,,,2024
2005184,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.8,6.75,,,7.0,5.75,7.75,,,2024
2005185,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.0,2.75,,,5.25,5.75,6.75,9.8,,2024
2005186,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.2,7.5,,,6.75,6.25,5.75,7.8,,2024
2005187,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.2,7.0,,,4.75,5.5,6.75,9.8,,2024
2005188,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.8,6.25,,,4.75,4.75,6.0,10.0,,2024
2005189,Sở GD&ĐT Thành Phố Hồ Chí Minh,9.0,7.0,,,9.0,9.25,8.25,9.4,,2024
2005190,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.2,6.25,,,7.0,6.25,8.5,9.8,,2024
2005191,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,8.25,,,5.25,5.0,4.0,9.0,,2024
2005192,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,6.0,,,6.75,8.0,7.0,5.4,,2024
2005193,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.4,6.25,,,8.75,6.5,6.75,8.6,,2024
2005194,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.2,6.0,,,6.25,8.75,5.0,7.0,,2024
2005195,Sở GD&ĐT Thành Phố Hồ Chí Minh,4.6,6.25,,,3.25,6.5,6.25,8.0,,2024
2005196,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.0,6.5,,,7.5,7.0,7.75,9.0,,2024
2005197,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.0,6.25,,,6.75,7.75,7.25,9.4,,2024
2005198,Sở GD&ĐT Thành Phố Hồ Chí Minh,9.2,7.5,,,9.0,7.75,7.25,9.2,,2024
2005199,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.4,7.25,,,5.5,8.25,5.5,8.2,,2024
2005200,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.8,7.25,,,8.75,9.25,7.5,9.0,,2024
2005201,Sở GD&ĐT Thành Phố Hồ Chí Minh,9.4,8.75,,,9.25,8.5,7.5,8.6,,2024
2005202,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.8,6.0,,,8.5,7.25,6.75,9.0,,2024
2005203,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,7.75,,,5.25,4.25,6.25,7.0,,2024
2005204,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.8,6.0,,,8.5,7.0,6.75,9.0,,2024
2005205,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.2,7.75,,,8.5,7.75,8.0,8.6,,2024
2005206,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.6,7.25,,,8.25,7.5,8.0,9.6,,2024
2005207,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.2,5.0,,,2.5,9.75,6.0,8.6,,2024
2005208,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,8.0,,,7.25,6.25,6.25,8.6,,2024
2005209,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.6,8.0,,,8.25,7.0,6.0,8.8,,2024
2005210,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,6.75,,,6.5,6.75,7.5,9.4,,2024
2005211,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.4,8.25,,,6.75,8.5,9.0,9.2,,2024
2005212,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.0,5.5,,,8.0,6.0,7.5,9.6,,2024
2005213,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.6,6.75,,,8.75,8.0,8.0,8.8,,2024
2005214,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.0,7.75,,,7.75,7.75,7.0,9.0,,2024
2005215,Sở GD&ĐT Thành Phố Hồ Chí Minh,9.4,5.75,,,4.5,9.75,9.5,9.0,,2024
2005216,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.6,6.75,,,6.25,6.0,5.75,9.6,,2024
2005217,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.2,8.5,,,5.75,9.0,6.0,9.4,,2024
2005218,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.4,7.5,,,8.75,6.0,7.25,8.8,,2024
2005219,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.0,5.25,,,3.25,5.0,3.25,9.8,,2024
2005220,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,8.5,,,5.25,4.75,6.25,9.0,,2024
2005221,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.4,7.5,,,8.25,8.0,6.75,8.2,,2024
2005222,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,6.5,,,7.0,6.75,9.0,9.2,,2024
2005223,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.8,9.25,,,7.25,8.25,5.5,8.8,,2024
2005224,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,7.75,,,6.25,7.5,8.25,9.4,,2024
2005225,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.0,7.25,,,6.5,7.0,6.5,7.6,,2024
2005226,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.6,7.25,,,7.25,7.5,6.0,8.4,,2024
2005227,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.4,5.5,,,5.25,8.75,8.75,8.0,,2024
2005228,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.2,6.5,,,6.75,5.75,7.0,9.2,,2024
2005229,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.4,7.25,,,6.75,5.0,5.75,8.6,,2024
2005230,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.8,6.5,,,7.75,5.25,5.75,9.4,,2024
2005231,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,7.25,,,4.25,8.25,7.5,9.6,,2024
2005232,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.6,7.75,,,8.25,7.25,7.25,9.4,,2024
2005233,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.4,7.25,,,6.75,6.0,5.5,9.6,,2024
2005234,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.8,7.5,9.75,9.25,,,,7.6,8.75,2024
2005235,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.2,7.0,9.75,9.0,,,,9.0,9.0,2024
2005236,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.0,3.0,,,7.0,5.5,4.75,10.0,,2024
2005237,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,6.0,,,6.5,6.75,6.25,9.2,,2024
2005238,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,6.5,7.5,9.5,,,,7.6,9.0,2024
2005239,Sở GD&ĐT Thành Phố Hồ Chí Minh,9.2,5.5,,,6.75,8.5,7.25,8.6,,2024
2005240,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.0,7.25,,,9.0,9.75,7.75,7.4,,2024
2005241,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.0,6.5,,,7.75,6.25,5.25,8.6,,2024
2005242,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.8,7.25,,,5.25,8.25,8.0,8.6,,2024
2005243,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.2,8.0,,,3.75,8.0,8.25,6.6,,2024
2005244,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.4,7.0,,,6.0,7.0,6.5,7.8,,2024
2005245,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.0,7.0,,,3.25,8.5,6.5,9.0,,2024
2005246,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.6,6.25,,,8.25,8.25,6.25,8.2,,2024
2005247,Sở GD&ĐT Thành Phố Hồ Chí Minh,9.4,5.5,,,9.0,8.0,6.5,9.0,,2024
2005248,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,7.0,,,5.5,5.0,6.0,7.0,,2024
2005249,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.6,7.25,,,6.75,7.25,7.25,9.2,,2024
2005250,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,7.0,,,8.5,8.75,7.25,8.6,,2024
2005251,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.4,5.0,,,3.75,4.25,5.5,2.6,,2024
2005252,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.8,6.0,,,9.0,7.25,7.75,9.0,,2024
2005253,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.6,7.75,,,8.5,9.0,5.5,8.4,,2024
2005254,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.6,5.25,,,5.75,5.5,6.25,8.8,,2024
2005255,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.4,7.5,,,8.0,7.0,6.75,8.4,,2024
2005256,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.4,9.0,,,9.25,9.5,7.0,9.0,,2024
2005257,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.6,5.0,,,8.75,6.25,7.25,9.0,,2024
2005258,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.6,6.5,,,4.5,5.0,6.75,3.8,,2024
2005259,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.2,7.75,,,6.75,8.25,7.5,9.6,,2024
2005260,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.2,8.0,,,7.25,4.5,4.25,8.6,,2024
2005261,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,5.5,,,7.5,7.25,7.25,9.4,,2024
2005262,Sở GD&ĐT Thành Phố Hồ Chí Minh,9.2,6.25,,,9.0,6.75,6.0,8.8,,2024
2005263,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.6,4.75,,,7.25,9.0,7.5,9.4,,2024
2005264,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.2,5.5,,,6.25,9.0,8.5,8.4,,2024
2005265,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.6,5.75,,,7.75,9.5,9.0,9.8,,2024
2005266,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.8,6.0,,,8.25,9.25,7.5,9.6,,2024
2005267,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.8,4.25,,,8.25,9.25,6.25,8.0,,2024
2005268,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.2,5.0,,,5.75,8.25,7.25,9.8,,2024
2005269,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.0,7.5,,,6.75,6.5,7.25,9.6,,2024
2005270,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.8,7.5,,,7.75,8.0,7.25,9.8,,2024
2005271,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.4,6.25,,,7.25,7.5,6.75,9.4,,2024
2005272,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,5.5,,,7.75,8.0,6.5,8.6,,2024
2005273,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.0,6.25,,,8.0,6.75,6.25,9.6,,2024
2005274,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.8,7.5,,,8.5,8.75,7.75,8.4,,2024
2005275,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.0,6.25,,,6.0,6.25,5.5,8.8,,2024
2005276,Sở GD&ĐT Thành Phố Hồ Chí Minh,9.0,6.75,,,9.5,9.25,7.75,9.0,,2024
2005277,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,6.5,,,6.0,6.0,6.25,7.4,,2024
2005278,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.8,8.25,,,9.75,9.75,8.0,9.0,,2024
2005279,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,6.5,,,7.75,9.75,8.75,7.6,,2024
2005280,Sở GD&ĐT Thành Phố Hồ Chí Minh,9.4,7.25,,,8.0,9.75,9.0,8.0,,2024
2005281,Sở GD&ĐT Thành Phố Hồ Chí Minh,9.4,6.75,,,8.75,9.0,5.25,8.4,,2024
2005282,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.8,7.0,,,7.75,7.25,7.0,9.2,,2024
2005283,Sở GD&ĐT Thành Phố Hồ Chí Minh,9.0,7.25,,,8.5,7.75,7.25,9.8,,2024
2005284,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.0,6.5,,,6.0,8.25,6.0,8.8,,2024
2005285,Sở GD&ĐT Thành Phố Hồ Chí Minh,9.2,6.75,,,8.5,8.0,8.0,9.8,,2024
2005286,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.2,6.5,,,6.5,9.0,8.75,8.4,,2024
2005287,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,6.75,,,5.75,7.25,7.75,8.8,,2024
2005288,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.8,7.75,,,8.25,5.5,6.75,9.0,,2024
2005289,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.4,6.25,,,6.25,9.5,9.25,9.0,,2024
2005290,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.0,6.25,,,4.75,8.75,9.25,9.2,,2024
2005291,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.0,6.5,,,6.0,9.0,8.0,9.6,,2024
2005292,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.2,7.25,,,8.0,6.0,5.25,9.6,,2024
2005293,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.6,7.75,,,7.0,8.25,7.75,9.4,,2024
2005294,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.4,8.25,,,5.5,9.0,8.25,8.6,,2024
2005295,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.6,7.75,,,8.25,6.75,6.25,8.2,,2024
2005296,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.8,6.75,7.5,8.5,,,,8.6,9.5,2024
2005297,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.2,8.75,8.5,8.0,,,,9.8,9.0,2024
2005298,Sở GD&ĐT Thành Phố Hồ Chí Minh,9.2,5.0,,,3.75,9.5,9.5,,,2024
2005299,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.6,8.0,7.0,7.75,,,,9.4,8.5,2024
2005300,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.4,6.5,,,7.5,8.5,8.25,,,2024
2005301,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.4,8.25,5.75,6.75,,,,8.4,8.25,2024
2005302,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.2,7.0,,,5.25,7.75,6.5,,,2024
2005303,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.0,7.0,6.25,7.25,,,,9.4,8.25,2024
2005304,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,9.0,7.5,7.75,,,,8.8,9.25,2024
2005305,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.8,9.0,7.75,9.0,,,,9.0,9.25,2024
2005306,Sở GD&ĐT Thành Phố Hồ Chí Minh,5.8,8.5,7.75,5.75,,,,8.4,8.0,2024
2005307,Sở GD&ĐT Thành Phố Hồ Chí Minh,9.0,9.25,8.75,8.75,,,,8.8,9.5,2024
2005308,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.8,7.75,,,7.0,8.25,8.5,,,2024
2005309,Sở GD&ĐT Thành Phố Hồ Chí Minh,9.4,7.25,,,7.5,7.75,9.5,,,2024
2005310,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,8.0,,,7.75,7.0,6.5,,,2024
2005311,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,4.5,,,4.75,8.0,5.75,,,2024
2005312,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.6,7.5,,,6.75,8.0,7.0,,,2024
2005313,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.4,8.0,,,5.25,9.5,9.0,8.8,,2024
2005314,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.4,8.5,,,7.5,9.0,8.25,9.0,,2024
2005315,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.6,5.75,,,8.5,8.25,5.25,8.4,,2024
2005316,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.4,8.0,,,7.25,4.75,6.25,8.8,,2024
2005317,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.6,8.0,8.0,7.25,,,,8.8,9.0,2024
2005318,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.4,7.25,,,5.25,5.5,6.25,,,2024
2005319,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,9.25,8.75,9.25,,,,8.4,9.5,2024
2005320,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,7.75,,,7.0,6.75,5.25,9.4,,2024
2005321,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.8,8.0,,,3.75,10.0,9.75,6.8,,2024
