SBD,Sở GD,Toán,Văn,Sử,Địa,Lí,Hóa,Sinh,Ngoại ngữ,GDCD,Năm thi
02002997,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.6,6,,,6.5,7.75,5.5,7.6,,2024
02002998,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,6,,,2.5,8,7.5,5.2,,2024
02002999,Sở GD&ĐT Thành Phố Hồ Chí Minh,7,7.75,,,7.75,6.75,7,9.2,,2024
02003000,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.8,6,,,4.75,7.75,5.75,8.4,,2024
02003001,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.4,5.75,,,8.25,4.75,6,8.2,,2024
02003002,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,6,,,7.75,8.75,6.75,8,,2024
02003003,Sở GD&ĐT Thành Phố Hồ Chí Minh,8,6,,,6.75,8.5,6.75,8.2,,2024
02003004,Sở GD&ĐT Thành Phố Hồ Chí Minh,9,8.25,,,7.75,7.75,6.25,9.2,,2024
02003005,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,6.25,,,7.25,6.5,5.5,6,,2024
02003006,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.2,7.25,,,8,8.75,8.25,10,,2024
02003007,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,6,,,4.5,7.5,4,6.4,,2024
02003008,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.6,8.25,8.25,8.75,,,,8.8,8.5,2024
02003009,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.2,7.25,,,7,3.75,6.25,8.2,,2024
02003010,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,6,,,6.25,7.75,4.75,6.2,,2024
02003011,Sở GD&ĐT Thành Phố Hồ Chí Minh,7,6,,,4.5,4.25,5,7.2,,2024
02003012,Sở GD&ĐT Thành Phố Hồ Chí Minh,6,6,7,8,,,,8,8.5,2024
02003013,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,6.75,,,6.5,5.75,6.75,8.6,,2024
02003014,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.8,7.25,,,6.25,6.5,6,9.8,,2024
02003015,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.6,6.5,,,5.75,5.25,5.25,9.8,,2024
02003016,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.8,7,,,2.5,2.75,4.25,7.8,,2024
02003017,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,7.5,8,7.75,,,,5.6,9.25,2024
02003018,Sở GD&ĐT Thành Phố Hồ Chí Minh,8,7.25,,,8.25,6.25,5,2.8,,2024
02003019,Sở GD&ĐT Thành Phố Hồ Chí Minh,9,6.5,,,4.25,8.75,7.5,,,2024
02003020,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,7.25,,,8,8.25,6.5,7.4,,2024
02003021,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,7,9,8,,,,6.8,8.5,2024
02003022,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.8,5.75,,,8.75,4,5,8.4,,2024
02003023,Sở GD&ĐT Thành Phố Hồ Chí Minh,8,6.25,,,4,8.25,7.5,9.4,,2024
02003024,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.2,7.25,,,5.5,4,5,7.4,,2024
02003025,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.2,5.5,,,3.75,8.75,8.25,6.8,,2024
02003026,Sở GD&ĐT Thành Phố Hồ Chí Minh,9,5.75,,,9,8.75,7.25,9,,2024
02003027,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.4,5,,,4,8.75,8.25,9.8,,2024
02003028,Sở GD&ĐT Thành Phố Hồ Chí Minh,8,6.75,,,7.25,5.5,6.75,8.8,,2024
02003029,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.2,6.5,,,8.5,5.75,7,9.4,,2024
02003030,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.2,6.25,,,9.5,9.25,6,6.4,,2024
02003031,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.4,6.5,,,7.75,4,5.5,8.8,,2024
02003032,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.2,6,,,3.5,4.25,4.25,5.6,,2024
02003033,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.2,7.25,,,7.25,8,7,8.8,,2024
02003034,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.8,6.75,,,6.75,5.5,7.5,9,,2024
02003035,Sở GD&ĐT Thành Phố Hồ Chí Minh,8,7.5,,,7.75,8,6.75,8.4,,2024
02003036,Sở GD&ĐT Thành Phố Hồ Chí Minh,7,7,,,7.25,4,6,7.4,,2024
02003037,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,6.25,,,6,5.75,7.25,9.6,,2024
02003038,Sở GD&ĐT Thành Phố Hồ Chí Minh,8,4.5,,,8.5,7.5,6.5,8.2,,2024
02003039,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.8,6,,,8.25,8.5,5.75,9,,2024
02003040,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,7,,,7.25,8.25,5.25,7.2,,2024
02003041,Sở GD&ĐT Thành Phố Hồ Chí Minh,8,7,,,7.5,8,6.75,6.4,,2024
02003042,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,6.25,,,5,4.75,5.75,8.2,,2024
02003043,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.6,5.75,,,7.25,7.75,7.25,8.6,,2024
02003044,Sở GD&ĐT Thành Phố Hồ Chí Minh,8,7,,,7.25,7.5,7.5,8,,2024
02003045,Sở GD&ĐT Thành Phố Hồ Chí Minh,8,5.5,,,8,3.25,3.5,5.6,,2024
02003046,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,7.5,,,5.5,8.5,8,9.2,,2024
02003047,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.2,6.5,,,7.5,7,6.5,9.4,,2024
02003048,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.2,5.75,,,7.75,6.5,6.25,8.6,,2024
02003049,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.2,7,,,3.75,6.25,3.75,6.6,,2024
02003050,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,6.25,,,4.75,5.75,5.25,,,2024
02003051,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,5,,,7,5.5,5.5,4.6,,2024
02003052,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.4,7.5,,,8.75,7.75,6.25,8.2,,2024
02003053,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.6,7,,,5,4.5,3.5,,,2024
02003054,Sở GD&ĐT Thành Phố Hồ Chí Minh,5.8,7.25,,,4,5.5,7.25,7.4,,2024
02003055,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.6,5,,,8,6,7.5,8.8,,2024
02003056,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,5.75,,,7.75,5.75,6.25,,,2024
02003057,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.6,6.25,,,7.5,7,8.5,9.4,,2024
02003058,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.4,5.75,,,4,4.5,5,7.2,,2024
02003059,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.6,7.75,,,7,9,8.25,8.4,,2024
02003060,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.2,6.5,,,5,5,4,5.4,,2024
02003061,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.4,6.5,,,5.25,7.75,6.25,8.4,,2024
02003062,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.2,6.5,,,6,8,5.5,8.2,,2024
02003063,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.6,4.5,,,7,7.75,8,9.4,,2024
02003064,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.2,7.25,,,6.75,7.75,6.5,6.6,,2024
02003065,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.6,8,,,6.5,7,6.75,8,,2024
02003066,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,6.5,,,8.25,7.75,4.25,5.6,,2024
02003067,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.2,5.5,,,4.75,7.75,6.25,9.2,,2024
02003068,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.2,6.5,,,8.25,5.5,6.25,8.4,,2024
02003069,Sở GD&ĐT Thành Phố Hồ Chí Minh,8,6.75,,,8.25,5.25,7.25,9,,2024
02003070,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.6,8,,,8.25,6.5,6.75,8.8,,2024
02003071,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.2,7.75,,,7.5,5.75,6,8.8,,2024
02003072,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,8.5,,,5.25,6.75,6.75,8.8,,2024
02003073,Sở GD&ĐT Thành Phố Hồ Chí Minh,8,7.25,,,7.25,6.5,6.5,9.4,,2024
02003074,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.2,7.75,,,4.75,4.5,3.75,8.2,,2024
02003075,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,6,,,2.25,8,8,6.2,,2024
02003076,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.6,6.25,,,7,7,6.25,6.2,,2024
02003077,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.2,7.75,,,6.75,6,6.25,8,,2024
02003078,Sở GD&ĐT Thành Phố Hồ Chí Minh,8,7,,,5.75,5.25,6.25,9.4,,2024
02003079,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.6,8.25,7,8.5,,,,,8.75,2024
02003080,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.2,6.75,7,6.5,,,,,8,2024
02003081,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.2,6.75,5.75,6.75,,,,9.2,8.5,2024
02003082,Sở GD&ĐT Thành Phố Hồ Chí Minh,4.8,5.5,,,3.5,4.25,4.75,,,2024
02003083,Sở GD&ĐT Thành Phố Hồ Chí Minh,4.6,6.25,,,4.5,3.75,4.75,,,2024
02003084,Sở GD&ĐT Thành Phố Hồ Chí Minh,5.6,6.5,,,4.5,6,5.75,,,2024
02003085,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.4,6.75,7.5,8.25,,,,,8.75,2024
02003086,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,7.25,,,7.5,8.5,8.5,,,2024
02003087,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.6,7.5,,,5.5,5.25,5.75,,,2024
02003088,Sở GD&ĐT Thành Phố Hồ Chí Minh,9,7.5,,,7.75,8,6.75,,,2024
02003089,Sở GD&ĐT Thành Phố Hồ Chí Minh,6,7,,,5.25,5,6,8,,2024
02003090,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,7,,,7,4.25,7,8.8,,2024
02003091,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.2,8,,,7,8,4.75,8.4,,2024
02003092,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,7.75,9.25,7.5,,,,9,9.25,2024
02003093,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.4,6.75,,,3.25,7.25,3.75,6.4,,2024
02003094,Sở GD&ĐT Thành Phố Hồ Chí Minh,8,7.75,,,7.5,9.25,8.5,8.8,,2024
02003095,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.8,6.25,,,6.75,7.75,6.5,6,,2024
02003096,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,6.75,,,4.25,4.75,4.75,4.6,,2024
02003097,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.8,7.75,8.5,7,,,,7.8,9.25,2024
02003098,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.2,6.25,7,6.5,,,,4.6,7.5,2024
02003099,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.2,7.5,,,5.5,5,5.75,9.6,,2024
02003100,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,4.5,,,6.5,7.5,6,6.4,,2024
02003101,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,5,,,6,6.75,6.25,8.4,,2024
02003102,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,7.25,,,6,9.5,8.25,7.6,,2024
02003103,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.4,8,,,7,4.75,6.25,9.4,,2024
02003104,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.8,7.75,,,5.25,8.5,8.25,8.8,,2024
02003105,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.8,7.25,,,5.75,5,5.5,7.6,,2024
02003106,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.4,8,6.25,8.25,,,,9.2,8.5,2024
02003107,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,6.5,,,8.25,7,6.5,9.2,,2024
02003108,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.2,7.75,7,8.75,,,,8.4,9.25,2024
02003109,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,6.25,,,7.75,4.75,5,7,,2024
02003110,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,7.25,,,7.25,8.5,6.25,8.2,,2024
02003111,Sở GD&ĐT Thành Phố Hồ Chí Minh,7,6.25,,,7.75,7,6.5,8.8,,2024
02003112,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,6.75,,,7.25,6.25,5,5.4,,2024
02003113,Sở GD&ĐT Thành Phố Hồ Chí Minh,5.2,4.75,,,3.75,3.75,6.75,7.8,,2024
02003114,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.8,7.75,6.5,7.75,,,,7,8.25,2024
02003116,Sở GD&ĐT Thành Phố Hồ Chí Minh,6,6.5,4.75,5.75,,,,8.4,9,2024
02003117,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.6,7,,,7.25,8.5,5.75,8.4,,2024
02003118,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,7.75,9.75,9.25,,,,8.6,9.5,2024
02003119,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.4,7.75,,,6,6.75,7.5,9.8,,2024
02003120,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.4,7,,,6.5,6.5,5.75,8.8,,2024
02003121,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,6,5.75,8,,,,4.6,8.25,2024
02003122,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.8,5.5,,,6.25,5.5,5.5,7.6,,2024
02003123,Sở GD&ĐT Thành Phố Hồ Chí Minh,8,6.5,,,7.75,6,8,9.6,,2024
02003124,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.2,6.75,,,5.75,7.25,6.75,8.4,,2024
02003125,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.4,6.5,,,7.5,7,8,9,,2024
02003126,Sở GD&ĐT Thành Phố Hồ Chí Minh,4.6,7,6.5,7.25,,,,7.4,7.75,2024
02003127,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,8.25,7.5,8.5,,,,7.8,9.25,2024
02003128,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.2,4.25,,,8.5,9.25,6,7.4,,2024
02003129,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,5.75,,,5.25,6.5,6.25,,,2024
02003130,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.2,5,,,5.5,7.25,4.25,5.2,,2024
02003131,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.6,6.75,,,4,5.25,7,8.8,,2024
02003132,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,6.25,,,7,4.5,6.25,9.6,,2024
02003133,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,4,,,7.5,8.5,6.25,8.4,,2024
02003134,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.8,7.5,,,8.5,8,7.25,9.2,,2024
02003135,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.2,6.75,,,8.75,7.75,7,9,,2024
02003136,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.8,7.75,7.5,8.75,,,,8.4,8.25,2024
02003137,Sở GD&ĐT Thành Phố Hồ Chí Minh,7,6.75,7.25,8,,,,8.4,9.5,2024
02003138,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.2,7.25,,,3.75,4.5,6,8.4,,2024
02003139,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,5.5,,,6,4.75,5.25,6.8,,2024
02003140,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,8.25,,,6.5,6.25,6.75,8.8,,2024
02003141,Sở GD&ĐT Thành Phố Hồ Chí Minh,8,5.5,,,8,5.75,5,7,,2024
02003142,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,8.75,8.5,6.75,,,,7,9,2024
02003143,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.4,8.5,,,4.75,7.75,5.5,8.4,,2024
02003144,Sở GD&ĐT Thành Phố Hồ Chí Minh,5.4,6.5,,,3,6,5.5,8,,2024
02003145,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.8,6.75,,,8.25,8.25,7.25,7.8,,2024
02003146,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.2,7,,,4,5.75,4.75,9.2,,2024
02003147,Sở GD&ĐT Thành Phố Hồ Chí Minh,8,8,,,7.5,7.25,8.5,9.2,,2024
02003148,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.2,7,,,4.75,3.75,6,4,,2024
02003149,Sở GD&ĐT Thành Phố Hồ Chí Minh,4,6.75,9,7.75,,,,8.4,8.25,2024
02003150,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,6.5,,,6,6.75,5.5,7.6,,2024
02003151,Sở GD&ĐT Thành Phố Hồ Chí Minh,4.2,7,6.25,6,,,,7,8,2024
02003152,Sở GD&ĐT Thành Phố Hồ Chí Minh,8,7,,,5.75,7.25,5.5,9,,2024
02003153,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,7,,,7.5,6.75,5.5,8.2,,2024
02003154,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.4,8,,,6.25,6.75,5.5,8.4,,2024
02003155,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.8,7.25,8.75,8,,,,9.6,8,2024
02003156,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.8,7.75,6.75,7.25,,,,7.6,9.25,2024
02003157,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,8.5,7.75,8,,,,8.4,9,2024
02003158,Sở GD&ĐT Thành Phố Hồ Chí Minh,5,8.5,8,8,,,,8.2,9.25,2024
02003159,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,6.75,,,8.25,8.5,8.25,8.2,,2024
02003160,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.4,7.75,6.75,7.75,,,,6.8,7.5,2024
02003161,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,7.5,8,7.25,,,,8.2,9,2024
02003162,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.4,7.5,9,7.75,,,,8.6,9.25,2024
02003163,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.2,7,,,7.25,9.75,8.25,9.2,,2024
02003164,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.8,7.5,6.25,7.75,,,,5.4,9,2024
02003165,Sở GD&ĐT Thành Phố Hồ Chí Minh,8,8.25,,,5.25,6.25,5.5,9,,2024
02003166,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.2,7.5,,,7.5,5.75,6.5,9.2,,2024
02003167,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.2,7.5,,,8,3.75,5.75,6.8,,2024
02003168,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,7.5,,,7.75,5.75,5,8,,2024
02003169,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,7.5,,,6.75,7,5.25,8,,2024
02003170,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.6,6.25,,,7.75,6.5,7.25,8.2,,2024
02003171,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.2,8,5.75,7.25,,,,8.6,8.25,2024
02003172,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,8,7.5,7.75,,,,9,9,2024
02003173,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,6,,,8,5.5,7.75,9.6,,2024
02003174,Sở GD&ĐT Thành Phố Hồ Chí Minh,9,6.75,,,7.5,4.5,6.25,6.8,,2024
02003175,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.6,6.25,,,6,8.75,8.5,8.8,,2024
02003176,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.4,5.75,,,6.75,6,5.5,9.4,,2024
02003177,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,6.5,,,7.75,8.25,6.25,8.6,,2024
02003178,Sở GD&ĐT Thành Phố Hồ Chí Minh,8,6,,,6.25,8.75,8.5,9.4,,2024
02003179,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,8,7,7.5,,,,9,8,2024
02003180,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,5.25,,,7,6.5,5.25,9.8,,2024
02003181,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,6.25,,,5.25,4.75,6.25,9.2,,2024
02003182,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,7.5,,,5.25,4.25,7,8,,2024
02003183,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,6,8.25,7.75,,,,9.2,8.75,2024
02003184,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,6,,,5.75,6.25,5,4.8,,2024
02003185,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,5.5,,,7.75,3.75,7,9.2,,2024
02003186,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,7.5,,,5,8.5,8.5,9,,2024
02003187,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.8,7.25,,,7.25,7.75,7.75,9.2,,2024
02003188,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,6,,,6.5,6.5,4.75,7.6,,2024
02003189,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,6.75,,,5.75,6.25,6.75,7.4,,2024
02003190,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,5.5,,,4.75,8.5,6.5,6.6,,2024
02003191,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.4,8.5,,,7.5,8.5,8,9.4,,2024
02003192,Sở GD&ĐT Thành Phố Hồ Chí Minh,8,6,,,5.5,5.75,5.5,9,,2024
02003193,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,8,,,8.25,5.5,6.5,8.4,,2024
02003194,Sở GD&ĐT Thành Phố Hồ Chí Minh,5.6,5.5,9,7.25,,,,5.6,9.5,2024
02003195,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.6,7,,,6.75,8.25,6.75,6.8,,2024
02003196,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,5.5,,,7.5,5.5,6.25,6.8,,2024
02003197,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,6,,,7.25,7.5,6,7.8,,2024
02003198,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,6.5,5.75,7.25,,,,8.4,8.5,2024
02003199,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,6.5,6.75,7.25,,,,9.2,8.75,2024
02003200,Sở GD&ĐT Thành Phố Hồ Chí Minh,5.4,6.75,8.75,8.5,,,,3.8,9,2024
02003201,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.4,6.5,,,7.5,6.25,5.5,8.2,,2024
02003202,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.4,8,6.5,7,,,,7,9.75,2024
02003204,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.8,8.25,5.75,6.75,,,,8,7.5,2024
02003205,Sở GD&ĐT Thành Phố Hồ Chí Minh,4.6,4.5,5.25,7.25,,,,4.2,7,2024
02003206,Sở GD&ĐT Thành Phố Hồ Chí Minh,7,6.75,5,6,,,,7.2,7,2024
02003207,Sở GD&ĐT Thành Phố Hồ Chí Minh,5.6,7.5,8.75,9,,,,6,8,2024
02003208,Sở GD&ĐT Thành Phố Hồ Chí Minh,5.6,6,4.75,6.75,,,,5.4,7.75,2024
02003209,Sở GD&ĐT Thành Phố Hồ Chí Minh,7,7.5,,,6.5,5.5,6.25,8.8,,2024
02003210,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.8,8.25,7,7.5,,,,7.8,9.25,2024
02003211,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,7.75,,,6.5,7.75,6.5,9,,2024
02003212,Sở GD&ĐT Thành Phố Hồ Chí Minh,5.6,5.5,6,6,,,,6.8,9,2024
02003213,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.6,6,,,6.75,7.75,5,9,,2024
02003214,Sở GD&ĐT Thành Phố Hồ Chí Minh,5.2,6.75,4.75,6.75,,,,2.6,7.25,2024
02003215,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,7.75,,,6,6.25,4.5,8,,2024
02003216,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.2,7,,,5,8.75,7.75,8.4,,2024
02003217,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,6.75,8,7.5,,,,6.6,8.75,2024
02003218,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.6,4.75,6,6.5,,,,4.8,6.75,2024
02003219,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,7.5,7,8.75,,,,6.4,8.5,2024
02003220,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,6.5,,,7.5,5.75,6.75,6.2,,2024
02003221,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.2,8.25,8,7.25,,,,8.8,8.5,2024
02003222,Sở GD&ĐT Thành Phố Hồ Chí Minh,7,8,,,7.25,7.75,6.5,6.6,,2024
02003223,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.6,7.25,,,5.75,5,8.25,6.6,,2024
02003224,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.2,7.5,,,3.5,7.75,5,8.6,,2024
02003225,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.8,7.5,6,6.5,,,,8.4,8.5,2024
02003226,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.4,7.5,,,5.25,9.25,8.5,8.8,,2024
02003227,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.4,7,,,5.25,5.75,6.25,6,,2024
02003228,Sở GD&ĐT Thành Phố Hồ Chí Minh,6,8,9.5,9.5,,,,9.4,9.5,2024
02003229,Sở GD&ĐT Thành Phố Hồ Chí Minh,7,7.5,5.75,8,,,,8.8,7.75,2024
02003230,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.4,5.75,6.75,7.75,,,,8.6,9,2024
02003231,Sở GD&ĐT Thành Phố Hồ Chí Minh,7,6.75,,,6,7.75,7.5,7.4,,2024
02003232,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.2,6.25,,,5.25,5.5,4.5,7.2,,2024
02003233,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.4,8.5,,,7.5,5.5,6.75,9.4,,2024
02003234,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,7.75,,,6.75,7.25,4.5,6,,2024
02003235,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,6.5,6.5,6.25,,,,7.8,8.75,2024
02003236,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,8.25,9.75,8.25,,,,9.8,9.25,2024
02003237,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.2,5.75,7.25,7.25,,,,7.2,8.5,2024
